IDP,modality,subtype,pc1_name,region,side,measurement_type,dmri_measure,t1_anatomy_group,notes,ukb_link
IDP-25440,dMRI,ISOVF,PC-ISOVF-TBSS-1,middle cerebellar peduncle,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25440
IDP-25441,dMRI,ISOVF,PC-ISOVF-TBSS-1,pontine crossing tract,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25441
IDP-25442,dMRI,ISOVF,PC-ISOVF-TBSS-1,genu of corpus callosum,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25442
IDP-25443,dMRI,ISOVF,PC-ISOVF-TBSS-1,body of corpus callosum,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25443
IDP-25444,dMRI,ISOVF,PC-ISOVF-TBSS-1,splenium of corpus callosum,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25444
IDP-25445,dMRI,ISOVF,PC-ISOVF-TBSS-1,fornix,NA,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25445
IDP-25446,dMRI,ISOVF,PC-ISOVF-TBSS-1,corticospinal tract,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25446
IDP-25447,dMRI,ISOVF,PC-ISOVF-TBSS-1,corticospinal tract,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25447
IDP-25448,dMRI,ISOVF,PC-ISOVF-TBSS-1,medial lemniscus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25448
IDP-25449,dMRI,ISOVF,PC-ISOVF-TBSS-1,medial lemniscus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25449
IDP-25450,dMRI,ISOVF,PC-ISOVF-TBSS-1,inferior cerebellar peduncle,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25450
IDP-25451,dMRI,ISOVF,PC-ISOVF-TBSS-1,inferior cerebellar peduncle,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25451
IDP-25452,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior cerebellar peduncle,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25452
IDP-25453,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior cerebellar peduncle,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25453
IDP-25454,dMRI,ISOVF,PC-ISOVF-TBSS-1,cerebral peduncle,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25454
IDP-25455,dMRI,ISOVF,PC-ISOVF-TBSS-1,cerebral peduncle,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25455
IDP-25456,dMRI,ISOVF,PC-ISOVF-TBSS-1,anterior limb of internal capsule,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI da,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25456
IDP-25457,dMRI,ISOVF,PC-ISOVF-TBSS-1,anterior limb of internal capsule,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI dat,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25457
IDP-25458,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior limb of internal capsule,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI d,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25458
IDP-25459,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior limb of internal capsule,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI da,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25459
IDP-25460,dMRI,ISOVF,PC-ISOVF-TBSS-1,retrolenticular part of internal capsule,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25460
IDP-25461,dMRI,ISOVF,PC-ISOVF-TBSS-1,retrolenticular part of internal capsule,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from d,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25461
IDP-25462,dMRI,ISOVF,PC-ISOVF-TBSS-1,anterior corona radiata,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25462
IDP-25463,dMRI,ISOVF,PC-ISOVF-TBSS-1,anterior corona radiata,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25463
IDP-25464,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior corona radiata,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25464
IDP-25465,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior corona radiata,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25465
IDP-25466,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior corona radiata,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25466
IDP-25467,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior corona radiata,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25467
IDP-25468,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior thalamic radiation,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25468
IDP-25469,dMRI,ISOVF,PC-ISOVF-TBSS-1,posterior thalamic radiation,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25469
IDP-25470,dMRI,ISOVF,PC-ISOVF-TBSS-1,sagittal stratum,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25470
IDP-25471,dMRI,ISOVF,PC-ISOVF-TBSS-1,sagittal stratum,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25471
IDP-25472,dMRI,ISOVF,PC-ISOVF-TBSS-1,external capsule,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25472
IDP-25473,dMRI,ISOVF,PC-ISOVF-TBSS-1,external capsule,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25473
IDP-25474,dMRI,ISOVF,PC-ISOVF-TBSS-1,cingulum cingulate gyrus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25474
IDP-25475,dMRI,ISOVF,PC-ISOVF-TBSS-1,cingulum cingulate gyrus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25475
IDP-25476,dMRI,ISOVF,PC-ISOVF-TBSS-1,cingulum hippocampus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25476
IDP-25477,dMRI,ISOVF,PC-ISOVF-TBSS-1,cingulum hippocampus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25477
IDP-25478,dMRI,ISOVF,PC-ISOVF-TBSS-1,fornix cres+stria terminalis,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25478
IDP-25479,dMRI,ISOVF,PC-ISOVF-TBSS-1,fornix cres+stria terminalis,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25479
IDP-25480,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior longitudinal fasciculus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI dat,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25480
IDP-25481,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior longitudinal fasciculus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25481
IDP-25482,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior fronto-occipital fasciculus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25482
IDP-25483,dMRI,ISOVF,PC-ISOVF-TBSS-1,superior fronto-occipital fasciculus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI,http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25483
IDP-25484,dMRI,ISOVF,PC-ISOVF-TBSS-1,uncinate fasciculus,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25484
IDP-25485,dMRI,ISOVF,PC-ISOVF-TBSS-1,uncinate fasciculus,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25485
IDP-25486,dMRI,ISOVF,PC-ISOVF-TBSS-1,tapetum,right,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25486
IDP-25487,dMRI,ISOVF,PC-ISOVF-TBSS-1,tapetum,left,dMRI skeleton (TBSS-style measurement),ISOVF,NA,Mean ISOVF (isotropic or free water volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25487
IDP-25488,dMRI,w-FA,PC-FA-ProbTrack-1,acoustic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25488
IDP-25489,dMRI,w-FA,PC-FA-ProbTrack-1,acoustic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25489
IDP-25490,dMRI,w-FA,PC-FA-ProbTrack-1,anterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25490
IDP-25491,dMRI,w-FA,PC-FA-ProbTrack-1,anterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25491
IDP-25492,dMRI,w-FA,PC-FA-ProbTrack-1,cingulate gyrus part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25492
IDP-25493,dMRI,w-FA,PC-FA-ProbTrack-1,cingulate gyrus part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25493
IDP-25494,dMRI,w-FA,PC-FA-ProbTrack-1,parahippocampal part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25494
IDP-25495,dMRI,w-FA,PC-FA-ProbTrack-1,parahippocampal part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25495
IDP-25496,dMRI,w-FA,PC-FA-ProbTrack-1,corticospinal tract,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25496
IDP-25497,dMRI,w-FA,PC-FA-ProbTrack-1,corticospinal tract,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25497
IDP-25498,dMRI,w-FA,PC-FA-ProbTrack-1,forceps major,NA,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract forceps major (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25498
IDP-25499,dMRI,w-FA,PC-FA-ProbTrack-1,forceps minor,NA,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract forceps minor (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25499
IDP-25500,dMRI,w-FA,PC-FA-ProbTrack-1,inferior fronto-occipital fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25500
IDP-25501,dMRI,w-FA,PC-FA-ProbTrack-1,inferior fronto-occipital fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25501
IDP-25502,dMRI,w-FA,PC-FA-ProbTrack-1,inferior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25502
IDP-25503,dMRI,w-FA,PC-FA-ProbTrack-1,inferior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25503
IDP-25504,dMRI,w-FA,PC-FA-ProbTrack-1,middle cerebellar peduncle,NA,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract middle cerebellar peduncle (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25504
IDP-25505,dMRI,w-FA,PC-FA-ProbTrack-1,medial lemniscus,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25505
IDP-25506,dMRI,w-FA,PC-FA-ProbTrack-1,medial lemniscus,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25506
IDP-25507,dMRI,w-FA,PC-FA-ProbTrack-1,posterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25507
IDP-25508,dMRI,w-FA,PC-FA-ProbTrack-1,posterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25508
IDP-25509,dMRI,w-FA,PC-FA-ProbTrack-1,superior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25509
IDP-25510,dMRI,w-FA,PC-FA-ProbTrack-1,superior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25510
IDP-25511,dMRI,w-FA,PC-FA-ProbTrack-1,superior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25511
IDP-25512,dMRI,w-FA,PC-FA-ProbTrack-1,superior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25512
IDP-25513,dMRI,w-FA,PC-FA-ProbTrack-1,uncinate fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract left uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25513
IDP-25514,dMRI,w-FA,PC-FA-ProbTrack-1,uncinate fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),FA,NA,Weighted-mean FA (fractional anisotropy) in tract right uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25514
IDP-25650,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,acoustic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25650
IDP-25651,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,acoustic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25651
IDP-25652,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,anterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25652
IDP-25653,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,anterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25653
IDP-25654,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,cingulate gyrus part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25654
IDP-25655,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,cingulate gyrus part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25655
IDP-25656,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,parahippocampal part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25656
IDP-25657,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,parahippocampal part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25657
IDP-25658,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,corticospinal tract,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25658
IDP-25659,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,corticospinal tract,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25659
IDP-25660,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,forceps major,NA,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps major (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25660
